date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:18:02	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:47:57%20GMT	https://marielunderground.com/wp-content/uploads/2022/04/Bottle.jpg	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2022/04/Bottle.jpg	(from https://marielunderground.com/)
22:18:03	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:00%20GMT	https://marielunderground.com/wp-content/uploads/2022/03/Slider-1-scaled.jpg	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2022/03/Slider-1-scaled.jpg	(from https://marielunderground.com/)
22:18:03	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:01%20GMT	https://marielunderground.com/wp-content/themes/salient/js/build/third-party/jquery.easing.min.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/third-party/jquery.easing.min4b3b.js	(from https://marielunderground.com/)
22:18:03	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%226081cf5-286ac-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.ttf?v=4.2	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont3ea6.ttf	(from https://marielunderground.com/wp-content/themes/salient/css/font-awesome-legacy.min.css?ver=1654814882)
22:18:03	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:03%20GMT	https://marielunderground.com/wp-content/themes/salient/js/build/third-party/jquery.mousewheel.min.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/third-party/jquery.mousewheel.min4b3b.js	(from https://marielunderground.com/)
22:18:03	2608/2608	---M--	200	added ('OK')	image/gif	etag:%226082071-a30-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/img/icons/loading-white-bg.gif	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/img/icons/loading-white-bg.gif	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:04	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:04%20GMT	https://marielunderground.com/wp-content/themes/salient/js/build/priority.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/priority4b3b.js	(from https://marielunderground.com/)
22:18:04	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:04%20GMT	https://marielunderground.com/wp-content/themes/salient/js/build/third-party/waypoints.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/third-party/waypoints4b3b.js	(from https://marielunderground.com/)
22:18:04	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:04%20GMT	https://marielunderground.com/wp-content/themes/salient/js/build/third-party/transit.min.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/third-party/transit.min4b3b.js	(from https://marielunderground.com/)
22:18:05	1340/1340	---M--	200	added ('OK')	image/png	etag:%22608207b-53c-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/img/icons/quote.png	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/img/icons/quote.png	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:06	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:05%20GMT	https://marielunderground.com/wp-content/plugins/salient-portfolio/js/third-party/imagesLoaded.min.js?ver=4.1.4	/home/yash/websites/work/marielunderground.com/wp-content/plugins/salient-portfolio/js/third-party/imagesLoaded.mineda1.js	(from https://marielunderground.com/)
22:18:06	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:06%20GMT	https://marielunderground.com/wp-content/themes/salient/js/build/third-party/hoverintent.min.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/third-party/hoverintent.min4b3b.js	(from https://marielunderground.com/)
22:18:06	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:06%20GMT	https://marielunderground.com/wp-content/themes/salient/js/build/third-party/anime.min.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/third-party/anime.min4b3b.js	(from https://marielunderground.com/)
22:18:06	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:06%20GMT	https://marielunderground.com/wp-content/themes/salient/js/build/third-party/magnific.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/third-party/magnific4b3b.js	(from https://marielunderground.com/)
22:18:07	1443/1443	---M--	200	added ('OK')	image/png	etag:%226082070-5a3-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/img/icons/link.png	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/img/icons/link.png	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:08	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:08%20GMT	https://marielunderground.com/wp-content/plugins/salient-core/js/third-party/touchswipe.min.js?ver=1.0	/home/yash/websites/work/marielunderground.com/wp-content/plugins/salient-core/js/third-party/touchswipe.min5152.js	(from https://marielunderground.com/)
22:18:08	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2016:48:08%20GMT	https://marielunderground.com/wp-includes/js/comment-reply.min.js?ver=5.9.9	/home/yash/websites/work/marielunderground.com/wp-includes/js/comment-reply.min4dc9.js	(from https://marielunderground.com/)
22:18:09	1162/1162	---M--	200	added ('OK')	image/png	etag:%22608207f-48a-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/img/icons/status.png	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/img/icons/status.png	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:10	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:10%20GMT	https://marielunderground.com/wp-content/uploads/2022/03/Underground.webm	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2022/03/Underground.webm	(from https://marielunderground.com/)
22:18:11	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:10%20GMT	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/js/dist/js_composer_front.min.js?ver=6.7.1	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/js/dist/js_composer_front.min9704.js	(from https://marielunderground.com/)
22:18:11	1776/1776	---M--	200	added ('OK')	image/png	etag:%22608207a-6f0-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/img/icons/quote-2x.png	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/img/icons/quote-2x.png	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:12	758/-1	---M--	200	added ('OK')	application/rss+xml	etag:%225c490ebabd96b8a6a4686aeb604d85ad%22	https://marielunderground.com/reservations-2/feed/	/home/yash/websites/work/marielunderground.com/reservations-2/feed/index.html	(from https://marielunderground.com/reservations-2/)
22:18:13	10453/10453	UR-MC-	200	added ('OK')	application/json	date:Wed,%2006%20Mar%202024%2016:48:12%20GMT	https://marielunderground.com/wp-json/wp/v2/pages/6546	/home/yash/websites/work/marielunderground.com/wp-json/wp/v2/pages/6546.json	(from https://marielunderground.com/reservations-2/)
22:18:13	343460/343460	UR-MCZ	200	added ('OK')	application/javascript	etag:%226082115-53da4-5d8ec3542b940-gzip%22	https://marielunderground.com/wp-content/themes/salient/js/build/init.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/init4b3b.js	(from https://marielunderground.com/)
22:18:13	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:08%20GMT	https://marielunderground.com/wp-content/themes/salient/js/build/third-party/superfish.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/third-party/superfish4b3b.js	(from https://marielunderground.com/)
22:18:13	2498/2498	UR-MC-	200	added ('OK')	application/json	date:Wed,%2006%20Mar%202024%2016:48:13%20GMT	https://marielunderground.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarielunderground.com%2Freservations-2%2F	/home/yash/websites/work/marielunderground.com/wp-json/oembed/1.0/embed6a53.json	(from https://marielunderground.com/reservations-2/)
22:18:14	2078/2078	---M--	200	added ('OK')	image/png	etag:%22608206f-81e-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/img/icons/link-2x.png	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/img/icons/link-2x.png	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:15	115/115	UR-MC-	400	error ('Bad%20Request')	application/json	date:Wed,%2006%20Mar%202024%2016:48:14%20GMT	https://marielunderground.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarielunderground.com%2Freservations-2%2F&format=xml	/home/yash/websites/work/marielunderground.com/wp-json/oembed/1.0/embedd606	(from https://marielunderground.com/reservations-2/)
22:18:15	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:15%20GMT	https://marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.eot?v=4.2	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont3ea6.eot	(from https://marielunderground.com/wp-content/themes/salient/css/font-awesome-legacy.min.css?ver=1654814882)
22:18:15	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:15%20GMT	https://marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.eot?	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfontd41d.eot	(from https://marielunderground.com/wp-content/themes/salient/css/font-awesome-legacy.min.css?ver=1654814882)
22:18:16	1189/1189	---M--	200	added ('OK')	image/png	etag:%226082079-4a5-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/img/icons/portfolio-arrows.png	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/img/icons/portfolio-arrows.png	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:17	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:17%20GMT	https://marielunderground.com/wp-content/themes/salient/img/icons/loading-white-bg.gif	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/img/icons/loading-white-bg.gif	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:17	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:17%20GMT	https://marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.ttf?v=4.2	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont3ea6.ttf	(from https://marielunderground.com/wp-content/themes/salient/css/font-awesome-legacy.min.css?ver=1654814882)
22:18:17	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:48:17%20GMT	https://marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.woff?v=4.2	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont3ea6.woff	(from https://marielunderground.com/wp-content/themes/salient/css/font-awesome-legacy.min.css?ver=1654814882)
22:18:18	1467/1467	---M--	200	added ('OK')	image/png	etag:%226082078-5bb-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/img/icons/portfolio-arrows-2x.png	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/img/icons/portfolio-arrows-2x.png	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:19	1125/1125	---M--	200	added ('OK')	image/jpeg	etag:%226082063-465-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/img/icons/comment-children-line.jpg	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/img/icons/comment-children-line.jpg	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:20	20744/20744	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226081cf8-5108-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/css/fonts/icomoon.eot?v=1.2	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/icomoon7839.eot	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:21	20744/20744	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226081cf8-5108-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/css/fonts/icomoon.eot?	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/icomoond41d.eot	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:22	20656/20656	---M--	200	added ('OK')	font/woff	etag:%226081cfb-50b0-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/css/fonts/icomoon.woff?v=1.2	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/icomoon7839.woff	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:23	20580/20580	---M--	200	added ('OK')	font/ttf	etag:%226081cfa-5064-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/css/fonts/icomoon.ttf?v=1.2	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/icomoon7839.ttf	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:25	68448/68448	---M--	200	added ('OK')	image/svg+xml	etag:%226081cf9-10b60-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/css/fonts/icomoon.svg	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/icomoon.svg	(from https://marielunderground.com/wp-content/themes/salient/css/build/style.css?ver=1654814882)
22:18:26	7668/7668	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225982ffb-1df4-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.eot?f6ud62	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.eot	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:27	7464/7464	---M--	200	added ('OK')	font/ttf	etag:%225982ffd-1d28-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.ttf?f6ud62	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.ttf	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:28	7540/7540	---M--	200	added ('OK')	font/woff	etag:%225982ffe-1d74-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.woff?f6ud62	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.woff	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:29	24504/24504	---M--	200	added ('OK')	image/svg+xml	etag:%225982ffc-5fb8-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.svg?f6ud62	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.svg	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:30	223/223	---M--	200	added ('OK')	image/png	etag:%22598302b-df-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/images/toggle_open.png	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/images/toggle_open.png	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:31	168/168	---M--	200	added ('OK')	image/png	etag:%22598302a-a8-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/images/toggle_close.png	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/images/toggle_close.png	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:32	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225982feb-1788-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_grid/vc_grid_v1.eot?-9hbgac	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_grid/vc_grid_v157a1.eot	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:33	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225982feb-1788-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_grid/vc_grid_v1.eot?	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_grid/vc_grid_v1d41d.eot	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:34	5924/5924	---M--	200	added ('OK')	font/woff	etag:%225982fee-1724-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_grid/vc_grid_v1.woff?-9hbgac	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_grid/vc_grid_v157a1.woff	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:35	5848/5848	---M--	200	added ('OK')	font/ttf	etag:%225982fed-16d8-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_grid/vc_grid_v1.ttf?-9hbgac	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_grid/vc_grid_v157a1.ttf	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:36	13215/13215	---M--	200	added ('OK')	image/svg+xml	etag:%225982fec-339f-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_grid/vc_grid_v1.svg?-9hbgac	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/fonts/vc_grid/vc_grid_v157a1.svg	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:37	673/673	---M--	200	added ('OK')	image/gif	etag:%225983029-2a1-5d8ec37d2da00%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/images/spinner.gif	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/images/spinner.gif	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:38	244/244	---M--	200	added ('OK')	image/png	etag:%225c60ebb-f4-5d8ec37e21c40%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/vc/tick.png	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/vc/tick.png	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:39	265/265	---M--	200	added ('OK')	image/png	etag:%225c60eb7-109-5d8ec37e21c40%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/vc/remove.png	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/vc/remove.png	(from https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.7.1)
22:18:41	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2016:48:40%20GMT	https://marielunderground.com/xmlrpc.php?rsd	/home/yash/websites/work/marielunderground.com/xmlrpc0db0.php	(from https://marielunderground.com/)
22:18:42	115/115	UR-MC-	400	error ('Bad%20Request')	application/json	date:Wed,%2006%20Mar%202024%2016:48:41%20GMT	https://marielunderground.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarielunderground.com%2F&format=xml	/home/yash/websites/work/marielunderground.com/wp-json/oembed/1.0/embed00dc	(from https://marielunderground.com/)
22:18:44	65571/-1	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Mar%202024%2016:48:44%20GMT	https://marielunderground.com/reservations-2/	/home/yash/websites/work/marielunderground.com/reservations-2/index.html	(from https://marielunderground.com/)
22:18:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2016:48:45%20GMT	https://marielunderground.com/?p=6546	/home/yash/websites/work/marielunderground.com/indexf1ec.html	(from https://marielunderground.com/reservations-2/)
